cluster_id,GO_hit,gene_symbols,annotated_label
279,retina homeostasis,POTEC ANKRD18B ANKRD34B CCDC144A POTEJ ANKRD30A ANKRD36C POTEE ANKRD35 POTEM ANKRD20A1 POTEB3 SYCP2L POTEB2 MRO ANKRD30B POTEB ANKRD24 ANKRD36B POTEG POTED ANKRD18A ANKRD26 POTEH POTEI ANKRD62 ANKRD36 POTEF,
352,sarcoglycan complex,STOML2 NPHS2 FLOT1 DIABLO STOM FLOT2 PMPCB ERLIN1 SGCB SGCD STOML1 SGCG MVP CLPP PHB2 IMMT STOML3 ERLIN2 ATAD3C,
337,semaphorin receptor binding,SEMA3F SULF1 SEMA3G SULF2 HAPLN4 SEMA4A SEMA4C SEMA4B SEMA4F SEMA7A SEMA3B SEMA4G SEMA3D SEMA3C SEMA4D NLGN2 SEMA3A SEMA3E SEMA6B SEMA6C EFNB3,
335,septin complex,SRL LETM1 SEPTIN5 SEPTIN1 EHD2 EHD1 SEPTIN3 SEPTIN14 PARVA MFN2 SEPTIN4 SEPTIN12 SEPTIN7 SEPTIN2 SEPTIN11 PEA15 SEPTIN10 SEPTIN9 SEPTIN8 EHD3 EHD4,
22,serine-type endopeptidase inhibitor activity,DEFB110 WFDC12 DEFB121 OXT IGFL1 WFDC11 SPINK9 WFDC10B DEFB115 DEFB129 WFDC9 WFDC10A CLPSL2 DEFB128 DEFB131A SPINK2 DEFB127 SPINK13 EPPIN SPINK8 PLGLB1 CXCL17 DEFB131B SPINK6 LEAP2 SLPI DEFB114 DEFB105A WFDC3 WFDC13 DEFB103B IGFL4 DEFB118 TFF2 WFDC5 APELA DEFB103A DEFB134 DEFB104B WFDC6 PATE1 DEFB135 DEFB4B CLPSL1 DEFB108B SPINT3 DEFB112 DEFB132 LRCOL1 DEFB113 IGFL2 DEFB119 DEFB123 DEFB104A IGFL3 DEFB124 DEFB126 DEFB130A C9orf57 DEFB116 DEFB106A PROK1 SPINK14 WFDC2 SCRG1 BSPH1 DEFB136 DEFB4A PLGLB2 WFDC8 DEFB106B DEFB107B PROK2 DEFB107A SPINT4 DEFB1 DEFB125 DEFB130B DEFB105B PATE3,
186,serine-type endopeptidase inhibitor activity,SERPINH1 SERPINB7 SERPINA11 SERPINB4 SERPINF1 SERPINA3 SERPINA10 SERPINB13 SERPINB10 AGT SERPINB12 ITIH3 SERPINB9 SERPING1 SERPINA9 SERPINC1 SERPINA6 SERPINA4 SERPINB5 SERPINB8 ITIH1 SERPINE2 ITIH2 SUN3 SERPINB3 TRABD2A SERPINA12 SERPINB1 TRABD2B SERPINB2 SERPINF2 SERPINB6 SERPINI2 FICD SERPINI1 SERPIND1 SERPINA5 SERPINE1 SERPINB11 SERPINE3 SERPINA1 ITIH4,
107,sialic acid binding,NFAM1 MPIG6B FCRL5 PDCD1 CD300LB FCGR3A SIGLEC9 SIGLEC15 CD300LF CD33 FCER1A PILRA FCRL2 CD8A SIGLEC8 SIRPB2 SIGLEC14 THY1 IL18BP SIRPB1 TREML4 TREM2 LY6G6F SIGLEC7 SIRPA CD300H TMIGD3 SIGLEC10 FCGR1A FCRLA NCR2 PILRB SIGLEC11 FCRL1 CD300LG NCR3 CD300C SIGLEC6 SLAMF9 FCRL4 CD300LD SECTM1 SIRPD FCGR3B CD8B CD8B2 SLAMF8 CD300A SIRPG CD300E TREML2 CD48 SIGLEC12 TREM1 HAVCR2,
133,sialylation,ST3GAL6 WSCD1 HS3ST1 WSCD2 CHST8 ST8SIA4 GASK1A FAM20B ST3GAL3 ST8SIA2 METTL9 FAM20C HS3ST3B1 UST ST3GAL5 METTL24 ST6GALNAC4 ST6GAL2 ST8SIA6 PLCXD3 ST6GALNAC5 ST6GALNAC1 ST3GAL2 ST3GAL4 ST6GALNAC2 ST8SIA1 GASK1B FAM3D FAM3C ST6GALNAC6 FAM3B ST3GAL1 ST6GAL1 XXYLT1 HS3ST4 CHST11 CHST15 POFUT1 HS6ST3 HS3ST3A1 ST8SIA3 TPST2 NXPE3 FAM20A HS3ST2 UXS1 ST6GALNAC3 TPST1 MGAT5B HS6ST1,
276,signaling adaptor activity,GRAP PTPN20 DAPP1 GRB2 TBCB OTOR NCF4 SKAP1 NCF2 SOCS2 HCLS1 NCF1 LASP1 GRAPL DBNL STAP1 PIK3R1 SLA STAC3 NCK2 GRAP2 DBN1 SLA2 NCK1 TLDC2 PIK3R3 SKAP2 CTTN,
40,sodium channel regulator activity,KIAA0040 SNN TMEM275 RPRM SPAAR NINJ2 FAM24B SMIM32 C16orf74 SMIM14 FXYD7 CTXND2 TCTA EVA1A SMIM29 C1orf210 SMIM39 SDC4 C10orf105 SMIM36 TMEM273 CTXN3 KCNE3 SMAGP SLC51B NRG4 LSMEM1 TNFRSF13C PRIMA1 SMIM35 TEX29 SMIM18 C3orf18 TMEM240 C4orf3 FXYD6 NCMAP G0S2 SMLR1 SMIM30 SMIM3 SMIM24 MRAP CTXN2 FAM24A GYPC SMCO4 SMIM22 TMEM154 SMIM33 PDZK1IP1 FXYD2 CRB3 SPTSSB SMIM1 SMIM41 SMIM5 KCNE1 EPGN TMEM230 KCNE2 C14orf132 CTXND1 SERTM1 FXYD1 SMIM6 ENHO RPRML TGFA CTXN1 FXYD3 C19orf18 SMIM19,
287,solute:sodium symporter activity,SLC8B1 SLC9B1 SLC41A2 SLC1A2 SLC1A6 SLC41A1 SLC1A4 SLC1A3 SLC10A2 SLC13A2 SLC34A3 SLC23A2 SLC41A3 SLC1A1 SLC34A1 SLC28A3 SLC24A5 SLC24A4 SLC13A5 SLC13A1 SLC34A2 SLC13A4 SLC10A1 SLC1A5 SLC9B2 SLC10A6 SLC1A7,
274,spinal cord development,LHX5 LHX8 PITX2 ALX1 PAX3 PRRX1 LHX1 PAX6 OTX2 LHX6 CRX LHX3 LMX1B ISL1 UNK PAX7 LHX2 MKX LHX4 DMBX1 DRGX DMRT1 VSX2 PITX1 LHX9 ISL2 DMRT3 LMX1A,
67,steroid dehydrogenase activity,DHRS4L2 SDR9C7 DECR2 DHRS1 HSD11B2 PECR HSD17B1 RDH5 HSD11B1 DHRS12 HSD11B1L RDH10 SCCPDH HSD17B7 GNMT COMT DHRS7 CBR1 RDH8 HPGD HSD17B14 DHRS7C RDH13 METTL7A DHRS3 DHRS9 HSD3B7 DHRS2 HSDL1 HSD3B2 CBR3 HSD17B13 DCXR SDR16C5 RDH12 DHRS4 HSD3B1 METTL7B SPR INMT BDH1 QDPR NNMT DHRS13 NMRAL1 DHRS7B HSD17B6 HSD17B3 CBR4 HSD17B12 BDH2 WWOX HSD17B11 HTATIP2 DHRS11 BLVRA RDH16 RDH11 SDR42E2 RDH14 NAT8 HSD17B8 KDSR HSD17B2,
56,steroid hydroxylase activity,CYP11B1 CYP2R1 CYP4X1 CYP8B1 PNPLA2 CYP2B6 CYP1A1 CYP3A43 CYP46A1 CYP11A1 CYP4B1 CES1 CYP2A7 CYP26C1 CYP39A1 CES2 CYP51A1 CYP2C19 CYP4F8 CYP4F11 CYP26B1 CYP4F22 CYP2F1 CYP4F3 CYP21A2 CYP2W1 CYP2U1 CYP4V2 CYP4A22 PTGIS CYP2S1 CYP17A1 CES3 FMO2 CYP1A2 CYP2A13 CYP2J2 CYP3A7 CYP4Z1 CYP24A1 CYP26A1 CYP27C1 CYP2C18 TBXAS1 CYP20A1 CYP2D7 CYP3A5 CYP2C8 CYP19A1 CES4A GPAM CYP27B1 CYP2C9 CYP4A11 CYP3A4 FMO5 CYP27A1 CYP4F12 CYP7B1 CYP2E1 CYP7A1 CYP4F2 CYP2D6 CYP1B1 FMO4 CYP11B2 CYP2A6 FMO3,
336,sterol transporter activity,GRAMD1A KIF2A PTPN1 PTPN11 OSBP2 OSBPL10 GRAMD1B OSBPL9 OSBPL7 GRAMD4 OSBPL2 ANKRD13A OSBPL8 OSBPL1A PTPN2 GRAMD1C OSBPL5 OSBPL6 OSBPL3 OSBPL11 GRAMD2B,
432,striated muscle thin filament,TNNT1 TNNI2 TNNI1 TPM3 TPM4 TPM2 TNNI3 TNNT3 PPP1R14A TNNT2 TPM1,
145,structural constituent of cytoskeleton,TUBA1B EEF1G HSPA8 ACTBL2 EEF2 TUBA3E TUBA1C TUBG1 HSPA1B TUBA3C TUBB3 GAPDHS TUBB TUBG2 ACTA1 EEF1A2 GAPDH TUBB1 TUBD1 HSPA1L TUBA4A ACTA2 TUBB8 HSPA5 TUBB6 TUBA3D TUBA8 TUBB4B TUBB2B UBB EEF1A1 ACTC1 ACTG1 ACTG2 ACTB PGK2 TUBB2A TUBB4A ATP5F1B HSPA6 HSP90AB1 UBC HSPA1A TUBAL3 HSP90AA1 HSPA2 TUBA4B TUBA1A,
249,structural constituent of muscle,MYBPHL MYOM2 MYBPC3 MYOM3 HSPB2 HSPB3 HSPB9 CRYAB PDK4 HSPB8 MYLK SPEG MYPN MYOM1 MYOZ2 CSDC2 CRYAA IGSF22 OBSL1 MYBPC1 HSPB7 HSPB1 PALLD BAG3 SPEGNB MYBPH ABRA IGSF3 PPP1R3C IGFN1 MYBPC2 MYOT HSPB6,
130,structural constituent of myelin sheath,MS4A1 GPR137C TMEM176A SYNGR3 MARVELD1 MYADML2 TPRA1 MS4A6E GPR137B SYNGR2 MS4A15 MS4A13 MS4A10 CMTM3 TMEM54 MAL KRTCAP3 MS4A4A TMEM44 TMEM176B MS4A12 TMEM253 MALL MS4A8 CKLF TMEM179B SSPN CMTM8 NKAIN1 SYNPR PLLP MS4A3 CMTM6 OTOP1 CMTM4 STARD3 MS4A4E MS4A6A CMTM5 MAL2 LAPTM4B SYPL1 OTOP2 AGTRAP CMTM7 MYADM CMTM1 MLC1 MS4A5 MS4A7 MS4A2,
115,structural constituent of nuclear pore,UBAP2 KANSL3 SH3RF1 SCYL2 GAS2L3 INTS12 NFRKB SH3RF3 NUP214 USP36 NUP58 DCP1A ZCCHC14 EPN3 YEATS2 CCNT1 EPS15L1 CAPRIN2 CLINT1 DAB1 PROSER1 NUMBL NUP98 PICALM NUP153 SYNRG NUP42 DNAJC6 SMAP1 MLLT6 MED1 NUP54 EPN2 SNAP91 ATXN7L1 POM121C KIAA2026 CRAMP1 AGFG1 CCNT2 AGFG2 EPS15 NUMB GGA3 FCHO1 POM121 CNOT3 SMAP2 UBAP2L DAB2 ATXN7 NUP62 ZCCHC2,
325,substantia nigra development,SKP1 ACBD7 CALM1 FTH1 TPT1 CALM2 DYNLL1 FTL YWHAZ YWHAE ITM2B DSTN YWHAB YWHAG YWHAH CFL1 DYNLL2 SFN YWHAQ OAZ1 CALM3,
384,super elongation complex,BCL7A EAF1 ZCCHC10 MAX JAZF1 MXI1 ING1 MEAF6 MLLT3 RYBP MXD1 EAF2 ING3 YAF2 ING2 C16orf87,
159,tRNA methylation,PRMT3 METTL2B METTL2A OGFOD1 THUMPD2 NSUN6 THUMPD3 SETD9 SUV39H2 CARNMT1 TRMT44 BMT2 PDCD2L METTL16 METTL25 EXD2 TRMT13 PRMT9 FTO HSPBAP1 ALKBH1 PUS10 CAMKMT ERCC4 GSTCD NSUN3 TSEN2 ALKBH8 TRMT11 METTL6 GTDC1 C5orf22 TSTD2 PRIMPOL YAE1 C12orf29 SNUPN DBR1 METTL22 METTL8 ZCCHC4 IPPK TRMT6 ATE1 POP1 TYW3,
119,tRNA modification,COASY TSEN54 TMEM143 FLAD1 TRABD SIRT7 BCS1L POLL NMD3 DUS3L RSAD1 PNKP DUS1L GTF2H4 KIAA0895L FPGS DPH1 ELAC2 ERCC1 EIF2D CIAO3 TRMT1 MUS81 NDOR1 DPH2 SUPV3L1 PRMT5 CDK5RAP1 TRMT2A MUTYH MSTO1 DDX56 EME2 METTL17 ADAT1 TARS2 PARP3 DUS2 INTS11 RHOT2 COQ8B NARF CIAPIN1 CTU2 UAP1L1 TRMU DXO CHMP7 POLM NSUN2 GMPPA METTL3,
408,"tRNA splicing, via endonucleolytic cleavage and ligation",KTI12 FKBPL SPRTN TOE1 TBCC GPANK1 PUS3 CLP1 PRMT6 TSEN34 TRMO NAT16,
211,tau-protein kinase activity,TLK2 MAP3K3 MAP4K1 MAP3K7 MARK4 MARK1 RAF1 BRSK2 PKN2 MAP3K20 STRADA PRKCA ULK1 ULK2 MAP4K2 PRKCE MAP4K3 BRSK1 CDK17 TLK1 MAP4K5 LATS2 PAK5 SGK3 PAK6 MAP2K5 PRKD3 DCLK1 MAP3K2 DCLK2 BRAF GRK3 AKT3 PAK4 RPS6KA2 PRKG1 PRKCI MARK3 MARK2,
303,tetrahydrofolate metabolic process,HMCES UNG NABP2 FN3KRP EMC9 B3GNTL1 CARHSP1 MTHFS ZBTB8OS DTD2 MTHFSD MIF4GD PAFAH1B3 ALLC ITPA PPCDC DHFR2 TEX30 DTD1 AASDHPPT ISOC2 NME6 DTYMK DHFR APEX1,
204,tetraspanin-enriched microdomain,CD9 TSPAN32 LAPTM5 TSPAN5 CD151 TM4SF1 TSPAN8 UPK1A TSPAN14 CD81 NKAIN4 TSPAN13 TSPAN1 NKAIN2 TSPAN31 TSPAN2 TM4SF18 LAPTM4A UPK1B TSPAN19 GPM6A TSPAN12 TMEM272 TSPAN17 CD53 EMP1 TSPAN3 CD63 CD37 TSPAN10 TSPAN33 TSPAN11 CD82 TSPAN4 TSPAN18 TSPAN16 TSPAN9 TSPAN15 PRPH2,
219,transcription elongation factor complex,GPATCH8 ZNF318 TULP4 KAT6B KANSL1 KMT2E UBN1 DIDO1 RPRD2 ZMYND8 PER3 SOBP AFF3 ASXL3 ZNF609 AFF1 KAT6A TET3 CECR2 SETBP1 GLI2 NPAS3 AFF4 GLI3 FAM193A AUTS2 EPAS1 PRDM2 ZNF608 ASXL1 SETD5 PER2 CDK12 DOT1L ARID5B CDK13 PHRF1 PRRC2B,
104,transcription initiation from RNA polymerase II promoter,NELFA ATF7 USF1 NAIF1 HNF1B CREM GABPA DMTF1 SIX4 HSF5 SRF GABPB1 CREB1 GTF2A1L SP3 SOX30 POU6F1 USF2 SP4 SAP130 FOXK2 NFYA HNF1A MNT TAF6 ATF1 TAF4B ATF2 EPC2 MIER3 PKNOX1 DEAF1 ELF1 ELF2 GMEB2 SREBF2 GMEB1 NFYC ARID3B SP2 LIN54 CARF POC5 TAF4 GABPB2 ATF7IP SIX5 SP1 NRF1 NFYB EMSY FOXK1 BANP TOX4 GATAD2A,
288,translation initiation factor activity,DENR TCF25 SEC62 ZC3H8 URI1 TAF11 NMT1 DNAJC24 ATG12 PPP1R2 EIF2S2 METAP2 DNAJC21 SARNP NMT2 EIF5B TCEA1 METTL14 FAM177A1 ZC3H15 EIF3G RWDD1 PCNP EIF3J NAA40 TTC1 CDC37L1,
39,transmembrane receptor protein kinase activity,EGFR TEK NPR2 IGF1R ACVR2B ACVRL1 UNC5A BMPR1B RET PRKD1 ROR2 INSR PDGFRA MUSK GUCY2D DSTYK ALK LTK UNC5B FLT3 EPHA10 ERN1 KIT TYRO3 EPHB3 ERN2 ROR1 GUCY2C EPHA5 ERBB2 PTK7 PDGFRB TIE1 ACVR1B STYK1 TGFBR2 DDR1 ERBB3 EPHA4 MERTK DDR2 EPHA8 INSRR MST1R EPHB6 EPHB2 MET ACVR1 BMPR1A KDR TGFBR1 FGFR4 FGFR2 EPHA2 CSF1R FLT1 AXL EPHA7 NTRK2 EPHB1 PTPRU FGFR3 ERBB4 ACVR2A FLT4 NTRK1 EPHB4 NPR1 ACVR1C RYK FGFR1 EPHA1 EPHA3,
330,transmembrane receptor protein kinase activity,PIGR VWA2 TSPEAR PTGFRN COCH ZPBP NRP2 CNTNAP4 MELTF CNTNAP1 TGFBR3 PDGFRL CRHBP NID1 EGFLAM NRP1 CNTNAP3B FKBP9 FNDC3B MAMDC2 CILP,
446,transmembrane receptor protein phosphatase activity,PODXL2 PTPRE PTPRG PTPRN PTPRR CALY PTPRN2 APLP1 PTPRA TMEM59L,
111,triglyceride lipase activity,PNLIPRP3 REN AMY1C CPA1 PNLIPRP1 MATN1 MEP1B DNASE1 LPL ENDOU LIPC LIPN PGA4 CPO LGMN CPA6 MFGE8 CUZD1 AMY1A PNLIPRP2 AMY1B LTF CPA2 LIPI CA6 CHIT1 PGC PGA3 DNASE1L3 PGA5 LIPF CLCA1 GP2 CHI3L1 AMY2A CHIA CPB2 CPA5 AMY2B LIPK CPA3 NAPSA PNLIP CTSD LIPJ CEL CPM CPB1 CPA4 LIPG CHI3L2 LIPH PLA1A CTSE,
250,tumor necrosis factor receptor binding,CBLN1 TNFSF10 TNFSF8 TNFSF18 CBLN3 C1QTNF12 C1QTNF6 CBLN2 C1QTNF4 C1QTNF1 CBLN4 LTB CTHRC1 FASLG C1QTNF8 ITM2C C1QL3 ERFE TNFSF13B TNF TIFAB TNFSF11 LTA C1QL4 TNFSF9 CD70 TNFSF13 TNFSF15 TNFSF12 C1QL2 TNFSF4 C1QL1 TNFSF14,
309,ubiquitin binding,ATG13 TOM1L2 LDLRAP1 MAPRE3 MAPRE2 SRA1 NECAP1 TEPSIN VTA1 ARFGAP1 ARFGAP3 SCYL1 GGA2 TOM1 TOM1L1 PEX5 MAPRE1 BSDC1 SCYL3 VPS37A NECAP2 MLPH ARFGAP2 GGA1,
155,ubiquitin binding,DDI2 FAM104A UBQLN3 RNF5 KCMF1 UBL4B ACBD5 ILRUN DCAF6 ZNRF1 HERPUD2 UBXN2B C18orf25 MOSPD3 BAG6 RNF126 RAD23B RNF11 UBQLN1 RNF4 UBXN7 RNF115 RAD23A PEX19 UBAC2 ADRM1 AUP1 NSFL1C RNF146 TMUB2 MDM4 ZFPL1 UBXN2A RNF6 TMUB1 MDM2 FAM241B HERPUD1 SQSTM1 AMFR UBQLN4 DDI1 NBR1 RNF185 RNF170 UBL7,
48,ubiquitin conjugating enzyme binding,USP3 DCTN4 PRKN UBR7 RNF125 ZFYVE19 RNF151 PHF11 TRAFD1 ZFYVE1 G2E3 RNF114 SHFL BIRC2 ZFAND2A CGRRF1 ZMAT4 RUBCNL RNF144B ZFAND3 MKRN1 ZNF277 RCHY1 RNF138 TRAF2 ZNF511 RBSN NANOS2 ZFAND2B RNF41 TRIM23 RNF144A ZFAND1 BRAP RNF14 SIAH2 RNF34 RNF212B RNF10 TRAF6 ZNF330 RBCK1 PELI1 ZFAND5 RNF141 FAM76B NFXL1 ZFAND6 PELI2 RNF166 MKRN2 FAM76A ZFYVE21 RFFL PIP4P2 PHF7 FAM221A DEF8 RNF32 CYHR1 RNF217 UNKL SMYD2 ARIH2 BIRC3 XAF1 TRAF4 SIAH1 PDCD2,
255,ubiquitin-dependent ERAD pathway,RNF8 NOSIP SELENOS DDRGK1 C7orf50 CCDC124 CLTA RRP36 CALCOCO2 CLTB ST13 CHCHD6 UBXN6 STUB1 MNAT1 UBXN4 UBXN1 CCNB1IP1 RTF2 FAF2 YJU2 NUDCD3 ACBD3 CHCHD3 DNAJC17 UBXN8 HYPK STAMBP STAMBPL1 PPIL2 CDC37,
313,ubiquitin-like modifier activating enzyme activity,STXBP1 SCFD1 UGGT1 RHOT1 USP14 ERO1B STXBP3 VPS33A UBA3 PARP6 UBA6 ERO1A UBA2 VPS45 FAR1 OTULINL UBA5 AMD1 SCFD2 VPS33B PARN NAE1 STXBP2,
129,ubiquitin-like protein conjugating enzyme activity,MOB1B UBE2K UBE2I UBE2D1 MOB4 ASF1A NUDT21 UBE2B UBE2D4 BABAM2 RWDD4 UBE2J1 UBE2G2 UBE2D2 PCMT1 UBE2F UBE2E1 MOB3A UBE2V1 UFC1 UBE2L3 UBE2T UBE2G1 UBE2N UBE2L6 MOB3C CDC34 UBE2V2 UBE2W UBE2E2 UBE2H CLIC4 UBE2C UBE2E3 LYPLA1 MOB2 UBE2D3 MOB3B UBE2S AKTIP UBE2QL1 UBE2M SNX3 UBE2Q2 UBE2U UBE2L5 UBE2J2 MOB1A PARVB VAPA UBE2R2,
2,very long-chain fatty acid biosynthetic process,PAQR5 UBIAD1 PTDSS1 SAMD8 FADS1 SELENOI LBR CH25H CYB561 CTNS ADIPOR2 TLCD1 AIG1 TMEM150C NRM ELOVL4 TMEM120B PLPP7 ELOVL2 TMEM184C TECRL FADS6 TLCD5 ELOVL5 SOAT2 HACD3 SGMS1 ADIPOR1 TMEM120A TLCD3B DEGS1 DRAM2 TMEM97 FITM2 G6PC2 CERS2 CERS1 PTDSS2 HACD2 TLCD4 FITM1 TEDDM1 MYMK DHCR7 TLCD2 PAQR3 CLN8 ELOVL3 PAQR6 CERS6 ADTRP CERS3 PAQR4 MBOAT7 SRD5A2 CYB561D1 PTGES ELOVL6 TMEM269 TM7SF2 FA2H DOLPP1 ELOVL7 SLC31A2 G6PC3 TLCD3A PGAP2 TMEM184A ACER3 MBOAT2 MMD CYB561A3 MMD2 MSMO1 CERS5 SGPP2 ELOVL1 CLN6 DRAM1 ACER2 SC5D TECR STEAP1B FADS2 SCD5 TMEM229B PAQR7 TSPO2 HHATL TMEM86A CYBRD1 PAQR8 TMEM86B TMEM45B CERS4 SGMS2 PAQR9 SLC50A1 DEGS2 HACD4 TMEM45A LPCAT3 ACER1 FADS3 DGAT1 SCD FAXDC2 TM6SF2 RHBDL1 SOAT1 PGAP3,
386,vesicle cargo loading,RBM12B KIF4B CTAGE9 CTAGE8 CTAGE15 FILIP1 FILIP1L SYNJ1 CCPG1 CTAGE6 MIA3 CCDC110 CTAGE4 MIA2 CAGE1 CTAGE1,
96,vesicle tethering complex,TRAPPC10 INTS8 TAF2 VPS39 GSAP RMC1 PIK3R4 WDPCP TRAPPC8 NUP85 GEMIN5 IFT172 ALS2 IFT80 DDB1 HPS5 WDR19 VPS41 BBS2 VPS16 EMC1 TBK1 TRAPPC9 SF3B3 BBS7 COPB2 VPS18 IFT122 TRAPPC11 TGFBRAP1 HERC4 NUP107 NUP155 NUP88 WDR35 WDR11 KRIT1 HERC3 VPS8 ANAPC4 MIOS BBS9 NUP133 NEK9 RAB3GAP2 VIPAS39 DET1 VPS11 NUP160 WDR17 ELP1 PLAA COPA EDRF1 HPS3 RIC1,
114,vesicle tethering complex,WASHC5 PEX3 WASHC4 EXOC6B MFN1 VPS54 NUP93 PHKB TBC1D19 EXOC6 SNX14 ATG5 COG4 ZW10 ELMOD2 RELCH DENND6A SCAI TUBGCP3 NAA35 CADPS2 SNX13 TCP11L1 EXOC3 TUBGCP5 GCFC2 COG7 EXOC5 VPS52 EXOC7 THOC1 RB1 CDK5RAP3 ELMOD1 COG6 EXOC1 VPS50 RINT1 COG5 GTF2H1 COG3 RASA2 TUBGCP2 TUBGCP4 PIK3C3 COG8 TCP11L2 PRIM2 VPS51 COG2 EXOC2 EXOC4 SNX25,
253,voltage-gated potassium channel activity,ORAI1 KCNQ2 ABHD8 C11orf87 SHISA7 DAGLA HCN3 TMEM158 XKR7 TMEM121B TMEM151A ZDHHC8 HCN4 CDK5R2 CACNG8 FAM171A2 TMEM200C ATG9A TMEM271 C3orf80 SYN2 SPRN INAFM2 PANX2 HCN2 GPR27 KCNH3 CBARP GPR153 PLPPR3 TMEM151B ADGRA1,
16,voltage-gated potassium channel activity,KCNS3 GPR158 KCNJ1 KCNS1 KCNQ4 KCNK5 KCNH6 CNGA3 CATSPER4 KCNK3 KCNH5 KCNG3 KCNJ3 KCNJ4 KCNA7 KCNK1 KCNH8 BEST1 KCNN1 KCNN2 KCNJ18 KCNV2 TMEM266 CNNM1 KCNA1 KCNK18 KCNK15 KCNA5 MFAP3L KCND2 KCNA3 KCNC1 KCNK10 KCNG1 CATSPER2 KCNJ5 KCNA2 KCNJ13 KCNQ5 KCNH2 KCNC2 KCNK4 KCNK13 KCNC3 KCNA10 KCNV1 KCNF1 KCNJ12 KCNQ1 KCNH7 BVES KCNQ3 KCNH4 KCNJ2 KCNH1 BEST4 KCNA6 KCNS2 CNGA4 KCNK9 CNGB3 KCNB2 KCNJ11 KCNJ8 BEST3 KCNB1 KCNK17 KCND3 KCNJ15 KCNJ10 POPDC2 CNNM4 CATSPER3 KCNK2 POPDC3 KCNJ16 KCNJ9 KCNG4 KCNC4 HCN1 KCNJ14 CNGA1 KCNA4 KCNG2 KCNK16,
251,voltage-gated sodium channel activity,SCN8A SCN9A SLC24A3 PCNX2 SCN11A CACNA1H TRPM6 PIEZO2 ABCA7 TMEM117 CACNA1G SCN4A SCN10A CACNA1I CACNA1B SCN2A PKDREJ SCN3A SLC24A2 ABCA1 PHTF1 PIEZO1 XKR6 CACNA1D CACNA1S SCN7A SCN1A CACNA1A PCNX3 SCN5A ABCA2 ITPR1 NALCN,
254,water transmembrane transporter activity,AQP8 AQP3 AQP4 PLPP4 AQP10 AQP1 ATP6V0C AQP2 RHAG AQP6 SLC14A1 AQP7 PLPP3 AQP5 RHBDL2 SLC51A PLPPR5 PLPP1 RHCG RHD PLPP2 RHBDL3 PLPPR2 PLPP5 MIP PLPPR4 ATP6V0B RHCE PLPPR1 GPR137 AQP9 RHBG,
246,wide pore channel activity,GJA8 GJB5 PANX1 GJB2 DCSTAMP GJD4 GJD3 GJA9 GJA4 GJB6 VANGL1 GJC3 CALHM3 CALHM2 GJC2 BEST2 GJE1 GJB3 PANX3 ORAI2 GJB4 GJA3 GJC1 CALHM5 CALHM6 CALHM4 GJB7 GJA10 VANGL2 GJA5 CALHM1 GJA1 GJD2,
284,zinc ion transport,SLC39A6 SLC30A8 SLC30A1 SLC39A11 SLC39A10 SLC30A3 SLC39A14 SLC31A1 SLC39A5 PRNP SLC30A4 SLC39A2 SLC39A13 SLC39A4 SLC39A3 SLC39A1 SLC30A2 SLC39A8 SLC39A9 TMEM165 TMEM175 SLC30A7 SLC30A10 SLC39A12 TMCO3 SLC39A7 SLC30A5,
